"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 21 22:59:31 GMT 2022","Wed Sep 21 22:59:37 GMT 2022","6275","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Wed Sep 21 22:59:38 GMT 2022","Wed Sep 21 22:59:40 GMT 2022","2032","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when People search query is invalid","Verify ""Not found."" search result for the invalid People search query"
"passed","Wed Sep 21 22:59:31 GMT 2022","Wed Sep 21 22:59:38 GMT 2022","7116","chromium","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"passed","Wed Sep 21 22:59:36 GMT 2022","Wed Sep 21 22:59:38 GMT 2022","1552","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO","Verify People Search results for search query"
"failed","Wed Sep 21 23:00:24 GMT 2022","Wed Sep 21 23:00:25 GMT 2022","1527","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant",""
"passed","Wed Sep 21 22:59:31 GMT 2022","Wed Sep 21 22:59:36 GMT 2022","5423","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page","Verify starting page to contain all elements"
"passed","Wed Sep 21 22:59:52 GMT 2022","Wed Sep 21 22:59:57 GMT 2022","4808","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine","Verify People Search results for search query"
"failed","Wed Sep 21 23:00:10 GMT 2022","Wed Sep 21 23:00:12 GMT 2022","1632","webkit","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"skipped","Wed Sep 21 22:59:41 GMT 2022","Wed Sep 21 22:59:41 GMT 2022","30","firefox","advanced.spec.ts","Advanced Tasks","","","Verify that empty result list will be visible after change search query",""
"passed","Wed Sep 21 22:59:38 GMT 2022","Wed Sep 21 22:59:40 GMT 2022","2089","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid","Verify ""Not found."" search result for the invalid Planet search query"
"passed","Wed Sep 21 22:59:41 GMT 2022","Wed Sep 21 22:59:52 GMT 2022","10780","firefox","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett","Verify People Search results for search query"
"passed","Wed Sep 21 22:59:31 GMT 2022","Wed Sep 21 22:59:38 GMT 2022","6671","chromium","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"failed","Wed Sep 21 23:00:26 GMT 2022","Wed Sep 21 23:00:27 GMT 2022","1363","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Negative test. Verify that there is no results when Planet search query is invalid",""
"failed","Wed Sep 21 23:00:21 GMT 2022","Wed Sep 21 23:00:23 GMT 2022","1906","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: C-3PO",""
"failed","Wed Sep 21 23:00:08 GMT 2022","Wed Sep 21 23:00:10 GMT 2022","1928","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM. Verify People Search results for search query: Boba Fett",""
"failed","Wed Sep 21 23:00:12 GMT 2022","Wed Sep 21 23:00:14 GMT 2022","2248","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Simple test. Verify starting page",""
"passed","Wed Sep 21 22:59:38 GMT 2022","Wed Sep 21 22:59:40 GMT 2022","2316","chromium","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Coruscant","Verify People Search results for search query"
"failed","Wed Sep 21 23:00:09 GMT 2022","Wed Sep 21 23:00:11 GMT 2022","1723","webkit","advanced.spec.ts","Advanced Tasks","","","Verify that empty search result list will be displayed after change search area for the same search query",""
"passed","Wed Sep 21 22:59:42 GMT 2022","Wed Sep 21 22:59:52 GMT 2022","10826","firefox","advanced.spec.ts","Advanced Tasks","","","Compare results on partial matching from the API response vs UI search results",""
"failed","Wed Sep 21 23:00:23 GMT 2022","Wed Sep 21 23:00:25 GMT 2022","1586","webkit","starWars.spec.ts","Verify search functionality for Star Wars Search Portal","","","Data Driven Test using POM and DTO models. Verify Planet Search results with the API response for query: Tatooine",""
